,Category,Sub Category,Brand Name,Product Rating,Product Name,Name,Weight,MRP/Unit,Qnty,Unit Qnty,Cost Price,Product ID
458,Beauty,Skin Care,Himalaya,4,HIMALAYA LIP BALM 10g 24S JAR,HIMALAYA LIP BALM ,10g 24S JAR,35.0,1.0,1.0,647.15,202212459.0
459,Beauty,Skin Care,Himalaya,3,HIMALAYA NOURSHNG SKIN CRM 50ml,HIMALAYA NOURSHNG SKIN CRM ,50ml,75.0,3.0,1.0,167.25,202212460.0
460,Beauty,Skin Care,Himalaya,4,HIMALAYA PAIN BALM STRONG 45g,HIMALAYA PAIN BALM STRONG ,45g,15.0,2.0,1.0,181.74,202212461.0
461,Beauty,Skin Care,Himalaya,3,HIMALAYA PURFY NEEM FW 50 ml,HIMALAYA PURFY NEEM FW ,50 ml,65.0,6.0,1.0,279.66,202212462.0
462,Beauty,Skin Care,Himalaya,1,HIMALAYA PURFY NEEM SCRUB 50g,HIMALAYA PURFY NEEM SCRUB ,50g,75.0,3.0,1.0,164.37,202212463.0
463,Beauty,Skin Care,Himalaya,1,HIMALAYA SPARKLING WHITE TP 150 gm,HIMALAYA SPARKLING WHITE TP ,150 gm,90.0,3.0,1.0,200.73,202212464.0
464,Beauty,Skin Care,Himalaya,2,HIMALAYA TULS&LMN HW PUMP250ml,HIMALAYA TULS&LMN HW PUMP,250ml,95.0,2.0,1.0,135.6,202212465.0
465,Beauty,Skin Care,Himalaya,4,HIMALAYA TULSI HW REFILL750ml,HIMALAYA TULSI HW REFILL,750ml,175.0,2.0,1.0,247.44,202212466.0
466,Beauty,Hair Care & Hair Oil,Himani,5,HIMANI NAVARATNA OIL 100ml,HIMANI NAVARATNA OIL ,100ml,78.0,3.0,1.0,177.21,202212467.0
467,Beauty,Skin Care,Himlaya,4,HIMLAYA FRESH LEMON FW 50ml,HIMLAYA FRESH LEMON FW ,50ml,75.0,3.0,1.0,170.25,202212468.0
468,Beauty,Skin Care,Himlaya,4,HIMLAYA FRSH STRWBERRY FW 50ml,HIMLAYA FRSH STRWBERRY FW ,50ml,75.0,3.0,1.0,170.25,202212469.0
469,Beauty,Skin Care,Himlaya,3,HIMLAYA ORNG TAN CLEAR FW 50ml,HIMLAYA ORNG TAN CLEAR FW ,50ml,70.0,3.0,1.0,158.91,202212470.0
470,Household ,Insect Repellent,Hit,3,HIT ANTI ROACH GEL 20g,HIT ANTI ROACH GEL ,20g,249.0,2.0,1.0,376.82,202212471.0
471,Household ,Insect Repellent,Hit,4,HIT CRAWLING INSECT KILLER 625ml,HIT CRAWLING INSECT KILLER ,625ml,269.0,3.0,1.0,608.07,202212472.0
472,Household ,Insect Repellent,Hit,4,HIT FLYING INSECT KILLER 400ml,HIT FLYING INSECT KILLER ,400ml,182.0,3.0,1.0,411.39,202212473.0
473,Beverages,Suppliments and Proteins for Kids,Horlicks,5,HORLICKS 1kg JAR,HORLICKS ,1kg JAR,454.0,2.0,1.0,699.54,202212474.0
474,Beverages,Suppliments and Proteins for Kids,Horlicks,4,HORLICKS 500g JAR,HORLICKS ,500g JAR,242.0,2.0,1.0,379.8,202212475.0
475,Beverages,Suppliments and Proteins for Kids,Horlicks,5,HORLICKS CHOCOLATE 500g RFL,HORLICKS CHOCOLATE ,500g RFL,211.0,4.0,1.0,662.28,202212476.0
476,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Marico's,5,Marico's House Protect Surface Disinfectant Spray 200ml,Marico's House Protect Surface Disinfectant Spray ,200ml,179.0,2.0,1.0,248.68,202212477.0
477,"Food Grains, Oli and Masala",Rice Grains,India Gate,3,INDIA GATE IDLI RAVA 1kg,INDIA GATE IDLI RAVA ,1kg,55.0,2.0,1.0,84.0,202212478.0
478,"Food Grains, Oli and Masala",Rice Grains,India Gate,4,INDIA GATE BASMATI RICE 1kg,INDIA GATE BASMATI RICE ,1kg,135.0,1.0,1.0,135.0,202212479.0
479,Beauty,Hair Care & Hair Oil,Indulekha,5,INDULEKHA HAIR FALL SHMP 100 ml,INDULEKHA HAIR FALL SHMP ,100 ml,135.0,4.0,1.0,398.2,202212481.0
480,Beauty,Hair Care & Hair Oil,Indulekha,4,INDULEKHA NEEMRAJ OIL 50ml,INDULEKHA NEEMRAJ OIL ,50ml,234.0,2.0,1.0,336.38,202212482.0
481,Health and Beauty,Health and Beauty,"Herbal Medicines & Pain Relief Ointments , Balms",4,IODEX RUB 8g,IODEX RUB ,8g,38.0,24.0,1.0,696.0,202212483.0
482,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Jabson,3,JABSON PEANUT HING JEERA 140g,JABSON PEANUT HING JEERA ,140g,60.0,4.0,1.0,180.08,202212484.0
483,Snacks & Namkeen,Branded Snacks,Jabson,4,JABSON PEANUT NIMBO PUDNA 140g,JABSON PEANUT NIMBO PUDNA ,140g,60.0,4.0,1.0,180.08,202212485.0
484,Snacks & Namkeen,Branded Snacks,Jabson,5,JABSON PEANUT SALTED 160g,JABSON PEANUT SALTED ,160g,60.0,4.0,1.0,180.08,202212486.0
485,Snacks & Namkeen,Branded Snacks,Jabson,5,JABSON PEANUT SPICY MASLA 150g,JABSON PEANUT SPICY MASLA ,150g,60.0,4.0,1.0,180.08,202212487.0
486,Snacks & Namkeen,Branded Snacks,Jabsons,2,JABSONS NAMKEEN CHANA JOR160g,JABSONS NAMKEEN CHANA JOR,160g,60.0,2.0,1.0,75.04,202212488.0
487,Baby Care,Baby and Infants ,Johnsons and Johnsons,1,JB NMT SHAMPOO (COSMOS) 475 ml-B,JB NMT SHAMPOO (COSMOS) ,475 ml-B,360.0,2.0,1.0,517.12,202212489.0
488,Baby Care,Baby and Infants ,Johnsons and Johnsons,3,JB SKINCARE WIPES 80S -FLIP TO,JB SKINCARE WIPES ,80S -FLIP TO,245.0,4.0,1.0,703.84,202212490.0
489,"Food Grains, Oli and Masala",Cooking & Seasoning Edible Oils,Jivo Cold Pressed,1,JIVO CANOLA OIL 1l PET,JIVO CANOLA OIL ,1l PET,250.0,2.0,1.0,664.76,202212491.0
490,Baby Care,Baby and Infants ,Johnsons and Johnsons,3,JOHNSON BABY BLOSSOMS SOAP 75 gm,JOHNSON BABY BLOSSOMS SOAP ,75 gm,55.0,3.0,1.0,122.64,202212492.0
491,Baby Care,Baby and Infants ,Johnsons and Johnsons,2,JOHNSON BABY BODY OIL 200ml,JOHNSON BABY BODY OIL ,200ml,195.0,2.0,1.0,271.2,202212493.0
492,Baby Care,Baby and Infants ,Johnsons and Johnsons,4,JOHNSON BABY CREAM 100g,JOHNSON BABY CREAM ,100g,145.0,3.0,1.0,312.42,202212494.0
493,Baby Care,Baby and Infants ,Johnsons and Johnsons,5,JOHNSON BABY CREAM 30 gm,JOHNSON BABY CREAM ,30 gm,53.0,5.0,1.0,190.3,202212495.0
494,Baby Care,Baby and Infants ,Johnsons and Johnsons,5,JOHNSON BABY CREAM 50g,JOHNSON BABY CREAM ,50g,75.0,1.0,1.0,55.75,202212496.0
495,Baby Care,Baby and Infants ,Johnsons and Johnsons,4,JOHNSON BABY LOTION PUMP 500 ml,JOHNSON BABY LOTION PUMP ,500 ml,360.0,2.0,1.0,517.12,202212497.0
496,Baby Care,Baby and Infants ,Johnsons and Johnsons,3,JOHNSON BABY MILK CREAM 100g,JOHNSON BABY MILK CREAM ,100g,155.0,2.0,1.0,222.62,202212498.0
497,Baby Care,Baby and Infants ,Johnsons and Johnsons,1,JOHNSON BABY POWDER 100 gm,JOHNSON BABY POWDER ,100 gm,75.0,3.0,1.0,161.58,202212499.0
498,Baby Care,Baby and Infants ,Johnsons and Johnsons,4,JOHNSON BABY POWDER 400 gm,JOHNSON BABY POWDER ,400 gm,225.0,2.0,1.0,323.2,202212500.0
499,Baby Care,Baby and Infants ,Johnsons and Johnsons,2,JOHNSON BABY POWDER 50 G PRE,JOHNSON BABY POWDER ,50 G PRE,40.0,6.0,1.0,172.38,202212501.0
500,Baby Care,Baby and Infants ,Johnsons and Johnsons,1,JOHNSON BABY SHAMPOO 100ml,JOHNSON BABY SHAMPOO ,100ml,90.0,3.0,1.0,193.89,202212502.0
501,Baby Care,Baby and Infants ,Johnsons and Johnsons,1,JOHNSON BABY SHAMPOO 200ml,JOHNSON BABY SHAMPOO ,200ml,175.0,2.0,1.0,244.46,202212503.0
502,Baby Care,Baby and Infants ,Johnsons and Johnsons,2,JOHNSON BABY SKINCARE WIPES 20,JOHNSON BABY SKINCARE WIPES ,20,75.0,10.0,1.0,538.6,202212504.0
503,Baby Care,Baby and Infants ,Johnsons and Johnsons,5,JOHNSON BABY SOAP 100g 3+1,JOHNSON BABY SOAP ,100g 3+1,186.0,2.0,1.0,271.76,202212505.0
504,Baby Care,Baby and Infants ,Johnsons and Johnsons,3,JOHNSON BABY SOAP MOIST 150 gm,JOHNSON BABY SOAP MOIST ,150 gm,90.0,3.0,1.0,197.25,202212506.0
505,Baby Care,Baby and Infants ,Johnsons and Johnsons,3,JOHNSON BABY SOAP MOIST 50g,JOHNSON BABY SOAP MOIST ,50g,35.0,6.0,1.0,153.42,202212507.0
506,Baby Care,Baby and Infants ,Johnsons and Johnsons,2,JOHNSON'S BABY HR OIL AVOCA 20,JOHNSON'S BABY HR OIL AVOCA ,20,120.0,3.0,1.0,272.4,202212508.0
507,Baby Care,Baby and Infants ,Johnsons and Johnsons,2,JOHNSON'S TTT BABY WASH 210 ml,JOHNSON'S TTT BABY WASH ,210 ml,160.0,2.0,1.0,229.82,202212509.0
508,Gourmet Foods,Confectionery,Jolly,3,JOLLY RANCHER POP 12g,JOLLY RANCHER POP ,12g,5.0,2.0,1.0,457.88,202212510.0
509,Personal Care,Deodrant ,Kamasutra,2,KAMASUTRA DEO SPARK 150 ml,KAMASUTRA DEO SPARK ,150 ml,210.0,2.0,1.0,294.03,202212513.0
510,Personal Care,Deodrant ,Kamasutra,3,KAMASUTRA DEO STORM 150 ml,KAMASUTRA DEO STORM ,150 ml,210.0,2.0,1.0,288.99,202212514.0
511,Personal Care,Deodrant ,Kamasutra,2,KAMASUTRA DEO URGE 150 ml,KAMASUTRA DEO URGE ,150 ml,210.0,2.0,1.0,169.06,202212515.0
512,Personal Care,Deodrant ,Kamasutra,2,KAMASUTRA SPARK CARTN PK 125ml,KAMASUTRA SPARK CARTN PK ,125ml,0.0,2.0,1.0,324.54,202212516.0
513,Health and Beauty,Suppliments and Proteins,Kapiva,4,KAPIVA ALOE VERA SKIN GEL 150g,KAPIVA ALOE VERA SKIN GEL ,150g,120.0,3.0,1.0,250.05,202212517.0
514,Beauty,Skin Care,Kaya,4,KAYA YOUTH CLNSNG FACEWIPS30'S,KAYA YOUTH CLNSNG FACEWIPS,30'S,199.0,2.0,1.0,202.38,202212518.0
515,Beauty,Skin Care,Kaya,5,KAYA YOUTH FACEMASK BRGHTNG20g,KAYA YOUTH FACEMASK BRGHTNG,20g,125.0,2.0,1.0,105.92,202212519.0
516,Beauty,Skin Care,Kaya,1,KAYA YOUTH FACEMASK REPLNSG20g,KAYA YOUTH FACEMASK REPLNSG,20g,125.0,2.0,1.0,105.92,202212520.0
517,Beauty,Skin Care,Kaya,4,KAYA YOUTH HYDRTNG FACEMASK20g,KAYA YOUTH HYDRTNG FACEMASK,20g,125.0,2.0,1.0,105.94,202212521.0
518,Beauty,Skin Care,Kaya,1,KAYA YOUTH INFUSN FACEWIP30'SP,KAYA YOUTH INFUSN FACEWIP,30'SP,199.0,2.0,1.0,202.38,202212522.0
519,Beauty,Skin Care,Kaya,2,KAYA YOUTH SOOTHNG FACEMASK20g,KAYA YOUTH SOOTHNG FACEMASK,20g,125.0,2.0,1.0,105.94,202212523.0
520,Snacks & Namkeen,Breakfast Cereals ,Kellogg,1,KELLOGG CHOCO DUET 375 gm,KELLOGG CHOCO DUET ,375 gm,180.0,2.0,1.0,277.34,202212524.0
521,Snacks & Namkeen,Breakfast Cereals ,Kellogg,4,KELLOGG CHOCOS KP 375g,KELLOGG CHOCOS KP ,375g,10.0,2.0,16.0,246.54,202212525.0
522,Snacks & Namkeen,Breakfast Cereals ,Kellogg,3,KELLOGG CORN FLAKES 250g,KELLOGG CORN FLAKES ,250g,95.0,3.0,1.0,219.57,202212526.0
523,Snacks & Namkeen,Breakfast Cereals ,Kellogg,4,KELLOGG CORN FLAKES 70g,KELLOGG CORN FLAKES ,70g,20.0,6.0,1.0,91.02,202212527.0
524,Snacks & Namkeen,Breakfast Cereals ,Kellogg,5,KELLOGG OATS 1kg,KELLOGG OATS ,1kg,195.0,2.0,1.0,278.58,202212528.0
525,Snacks & Namkeen,Breakfast Cereals ,Kellogg,3,KELLOGG SPECIAL K 290g,KELLOGG SPECIAL K ,290g,140.0,3.0,1.0,323.55,202212529.0
526,Snacks & Namkeen,Breakfast Cereals ,Kellogg's,5,KELLOGG'S CHOCOS FILLS 250g,KELLOGG'S CHOCOS FILLS ,250g,175.0,2.0,1.0,269.62,202212530.0
527,Snacks & Namkeen,Breakfast Cereals ,Kelloggs,3,KELLOGGS ALMOND CORN FLAKES 300g,KELLOGGS ALMOND CORN FLAKES ,300g,170.0,3.0,1.0,392.91,202212531.0
528,Snacks & Namkeen,Breakfast Cereals ,Kelloggs,2,KELLOGGS CHOCOS 375g,KELLOGGS CHOCOS ,375g,165.0,2.0,1.0,250.4,202212532.0
529,Snacks & Namkeen,Breakfast Cereals ,Kelloggs,1,KELLOGGS CHOCOS WEBS 300g,KELLOGGS CHOCOS WEBS ,300g,170.0,2.0,1.0,250.54,202212533.0
530,Snacks & Namkeen,Breakfast Cereals ,Kelloggs,1,KELLOGGS MOON & STARS 350g,KELLOGGS MOON & STARS ,350g,175.0,2.0,1.0,269.62,202212534.0
531,Beauty,Hair Care & Hair Oil,Keo,1,KEO KARPIN HAIR OIL 100 ml,KEO KARPIN HAIR OIL ,100 ml,48.0,6.0,1.0,217.92,202212535.0
532,Beauty,Hair Care & Hair Oil,Kesh,3,KESH KING OIL 300 ml,KESH KING OIL ,300 ml,330.0,2.0,1.0,446.42,202212536.0
533,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Keya,3,KEYA PASTA CHIFFERI RIGATE500g,KEYA PASTA CHIFFERI RIGATE,500g,175.0,2.0,1.0,154.72,202212537.0
534,Gourmet Foods,"Tomato Ketchup , Sauces and Spreads",Kissan,4,KISSAN FRSH TOMATO KETCHUP130g,KISSAN FRSH TOMATO KETCHUP,130g,15.0,6.0,1.0,73.74,202212538.0
535,Household ,Car and Shoe Care,Kiwi,5,KIWI EXPRESS IN SHINE-SPONGE POLISH BLACK 5 ml,KIWI EXPRESS IN SHINE-SPONGE POLISH BLACK ,5 ml,72.0,1.0,1.0,56.5,202212539.0
536,Household ,Car and Shoe Care,Kiwi,3,KIWI EXPRESS IN SHINE SPONGE NEUTRAL 5 ml,KIWI EXPRESS IN SHINE SPONGE NEUTRAL ,5 ml,72.0,3.0,1.0,163.44,202212540.0
537,Household ,Car and Shoe Care,Kiwi,4,KIWI PASTE SHOE POLISH BLACK 15g,KIWI PASTE SHOE POLISH BLACK ,15g,39.0,6.0,1.0,149.82,202212541.0
538,Household ,Car and Shoe Care,Kiwi,2,KIWI PASTE SHOE POLISH  BLACK 40g,KIWI PASTE SHOE POLISH  BLACK ,40g,59.0,2.0,1.0,92.6,202212542.0
539,Household ,Car and Shoe Care,Kiwi,3,KIWI PASTE DARK TAN 40g,KIWI PASTE DARK TAN ,40g,59.0,2.0,1.0,92.6,202212543.0
541,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Knorr,3,KNORR CHINESE CHILLY 51g,KNORR CHINESE CHILLY ,51g,50.0,8.0,1.0,283.52,202212544.0
542,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Knorr,4,KNORR CHINESE MANCHURIAN 53g,KNORR CHINESE MANCHURIAN ,53g,50.0,7.0,1.0,248.08,202212545.0
543,"Food Grains, Oli and Masala",Masalas and Spiced Masalas,Knorr,2,KNORR CHINESE SCHEZWAN 46g,KNORR CHINESE SCHEZWAN ,46g,50.0,6.0,1.0,212.64,202212546.0
544,Snacks & Namkeen,Soups,Knorr,4,KNORR CHSE SWT CORN VEG SOUP 42g,KNORR CHSE SWT CORN VEG SOUP ,42g,55.0,7.0,1.0,265.23,202212547.0
545,Snacks & Namkeen,Soups,Knorr,4,KNORR CUPSOUP HOT & SOUR 11g,KNORR CUPSOUP HOT & SOUR ,11g,10.0,12.0,1.0,82.68,202212548.0
546,Snacks & Namkeen,Soups,Knorr,3,KNORR INSNT SOUP SWEETCORN 10g,KNORR INSNT SOUP SWEETCORN ,10g,10.0,12.0,1.0,84.24,202212549.0
547,Snacks & Namkeen,Soups,Knorr,3,KNORR INSTANT MANCHOW SOUP 12g,KNORR INSTANT MANCHOW SOUP ,12g,10.0,12.0,1.0,82.68,202212550.0
548,Beauty,Foot Care ,Krack,4,KRACK SR CREAM 25 gm,KRACK SR CREAM ,25 gm,83.0,12.0,1.0,679.56,202212551.0
549,Snacks & Namkeen,Branded Snacks,Kurkere,4,KURKERE GREEN CHUTNEY 45g,KURKERE GREEN CHUTNEY ,45g,10.0,1.0,10.0,81.17,202212552.0
550,Snacks & Namkeen,Branded Snacks,Kurkure,5,KURKURE MASALA MUNCH 166g,KURKURE MASALA MUNCH ,166g,35.0,1.0,1.0,28.94,202212553.0
551,Snacks & Namkeen,Branded Snacks,Kurkure,4,KURKURE PUF YUMY CHESE 55g,KURKURE PUF YUMY CHESE ,55g,20.0,6.0,1.0,96.36,202212554.0
552,Beauty,Skin Care,Lactocalamine,5,LACTOCALAMINE ALOE 60 ml,LACTOCALAMINE ALOE ,60 ml,128.0,3.0,1.0,265.89,202212556.0
553,Beauty,Skin Care,Lactocalamine,5,LACTOCALAMINE LOTION 60 ml,LACTOCALAMINE LOTION ,60 ml,128.0,3.0,1.0,265.89,202212557.0
554,Snacks & Namkeen,Branded Snacks,Lays,5,LAYS AM CRM & ON 52g,LAYS AM CRM & ON ,52g,20.0,12.0,1.0,200.88,202212558.0
555,Snacks & Namkeen,Branded Snacks,Lays,5,LAYS MAGIC MSL 28g ,LAYS MAGIC MSL ,28g ,10.0,1.0,10.0,81.17,202212559.0
556,Snacks & Namkeen,Branded Snacks,Lays,5,LAYS MAGIC MSL 52g,LAYS MAGIC MSL ,52g,20.0,12.0,1.0,191.28,202212560.0
557,Snacks & Namkeen,Branded Snacks,Lays,3,LAYS MAXX MACHO CHILLI FLR 63g,LAYS MAXX MACHO CHILLI FLR ,63g,35.0,5.0,1.0,144.7,202212561.0
558,Snacks & Namkeen,Branded Snacks,Lays,2,LAYS MAXX SIZZLING BBQUE FLR 63g,LAYS MAXX SIZZLING BBQUE FLR ,63g,35.0,1.0,1.0,28.94,202212562.0
559,Snacks & Namkeen,Branded Snacks,Lays,3,LAYS TOM TANGO RS20 52g,LAYS TOM TANGO RS,20 52g,20.0,10.0,1.0,162.3,202212563.0
560,Household ,Hand Sanitizer ,Lifebuoy,2,LIBEB TOTAL HAND SANITIZER 240ml,LIBEB TOTAL HAND SANITIZER ,240ml,120.0,4.0,1.0,363.2,202212564.0
561,Beauty,Hand Wash,Lifebuoy,4,LIFEBOUY HANDWASH TOTAL 80 ml,LIFEBOUY HANDWASH TOTAL ,80 ml,25.0,6.0,1.0,113.52,202212565.0
562,Beauty,Skin Care,Lifebuoy,4,LIFEBUOY CARE SOAP 4*125g,LIFEBUOY CARE SOAP ,4*125g,88.0,6.0,1.0,406.8,202212566.0
563,Beauty,Hand Wash,Lifebuoy,5,LIFEBUOY NATRLS H.WASH 200ml,LIFEBUOY NATRLS H.WASH ,200ml,82.0,3.0,1.0,173.7,202212567.0
564,Beauty,Hand Wash,Lifebuoy,4,LIFEBUOY TOTAL TEN H.W 190ml,LIFEBUOY TOTAL TEN H.W ,190ml,85.0,4.0,1.0,237.28,202212568.0
565,Beauty,Hand Wash,Lifebuoy,5,LIFEBUOY TOTAL SOAP 3*100g,LIFEBUOY TOTAL SOAP ,3*100g,54.0,8.0,1.0,338.96,202212569.0
566,Snacks & Namkeen,Papads,Lijjat,5,LIJJAT MOONG PAPAD 200g,LIJJAT MOONG PAPAD ,200g,60.0,3.0,1.0,163.65,202212570.0
567,Snacks & Namkeen,Papads,Lijjat,3,LIJJAT PUN MASALA PAPAD 200g,LIJJAT PUN MASALA PAPAD ,200g,72.0,3.0,1.0,189.0,202212571.0
568,Snacks & Namkeen,Papads,Lijjat,4,LIJJAT URAD PAPAD 200g,LIJJAT URAD PAPAD ,200g,60.0,3.0,1.0,160.71,202212572.0
569,Beverages,Cold Drinks,Limca,3,LIMCA 2l,LIMCA ,2l,90.0,9.0,1.0,485.73,202212573.0
570,Beverages,Cold Drinks,Limca,4,LIMCA 750ml,LIMCA ,750ml,40.0,12.0,1.0,282.84,202212574.0
571,Beverages,Cold Drinks,Limca,5,LIMCA 750ml,LIMCA ,750ml,40.0,25.0,1.0,589.25,202212575.0
572,Beverages,"Leaf , Dust , Green and Herbal Tea",Liptn,4,LIPTN GRN TEA LEMN ZST TB 25'S,LIPTN GRN TEA LEMN ZST TB ,25'S,165.0,2.0,1.0,251.42,202212576.0
573,Hygiene and Beauty,Oral Care,Listerine,3,LISTERINE COOL MINT MW 80 ml,LISTERINE COOL MINT MW ,80 ml,55.0,6.0,1.0,239.04,202212577.0
574,Hygiene and Beauty,Oral Care,Listerine,3,LISTERINE FRESH BURST MW 80 ml,LISTERINE FRESH BURST MW ,80 ml,55.0,6.0,1.0,239.04,202212578.0
575,Hygiene and Beauty,Oral Care,Listerine,4,LISTERINE ORIGINAL MW 80 ml,LISTERINE ORIGINAL MW ,80 ml,55.0,6.0,1.0,239.04,202212579.0
576,Beauty,Hair Care & Hair Oil,Livon,4,LIVON SHAKE & SPRAY SERUM 50 ml,LIVON SHAKE & SPRAY SERUM ,50 ml,150.0,2.0,1.0,216.86,202212580.0
577,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Lizol,4,LIZOL CITRUS 200 ml,LIZOL CITRUS ,200 ml,38.0,5.0,1.0,149.1,202212581.0
578,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Lizol,3,LIZOL DFC LAVENDER 500ml,LIZOL DFC LAVENDER ,500ml,93.0,3.0,1.0,211.11,202212582.0
579,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Lizol,2,LIZOL DISINFEC CITRUS 625ml,LIZOL DISINFEC CITRUS ,625ml,115.0,4.0,1.0,323.76,202212583.0
580,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Lizol,3,LIZOL DISINFEC FLORAL 625ml,LIZOL DISINFEC FLORAL ,625ml,115.0,3.0,1.0,242.82,202212584.0
581,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Lizol,5,LIZOL FLORAL 200 ml,LIZOL FLORAL ,200 ml,38.0,7.0,1.0,196.49,202212585.0
582,Household ,"Disinfectants Liquid , Wipes, Floor Cleaner and Toilet Cleaners",Lizol,5,LIZOL NEEM 500 ml,LIZOL NEEM ,500 ml,93.0,3.0,1.0,211.11,202212586.0
583,Beauty,Skin Care,LAKME,5,LAKME PEACH MILK MOIST BOTT 60 ml,LAKME PEACH MILK MOIST BOTT ,60 ml,110.0,3.0,1.0,223.08,202212587.0
584,Beauty,Skin Care,LAKME,2,LAKME PERFECT RADIANCE FAIRNS DC50 gm,LAKME PERFECT RADIANCE FAIRNS DC,50 gm,299.0,2.0,1.0,425.78,202212588.0
585,Beauty,Hair Care & Hair Oil,Loreal,5,LOREAL OIL NOURISH SHAMPOO 175 ml,LOREAL OIL NOURISH SHAMPOO ,175 ml,135.0,2.0,1.0,208.02,202212589.0
586,Beauty,Hair Care & Hair Oil,Loreal,4,LOREAL Hair COLOR DBROWN 172ml,LOREAL Hair COLOR DBROWN ,172ml,620.0,2.0,1.0,921.84,202212590.0
587,Beauty,Hair Care & Hair Oil,Loreal,4,LOREAL Hair SHMP CLR PRTCT 175ml,LOREAL Hair SHMP CLR PRTCT ,175ml,150.0,2.0,1.0,211.86,202212591.0
588,Beauty,Hair Care & Hair Oil,Loreal,4,LOREAL Hair SHMP TOTAL RPR 175ml,LOREAL Hair SHMP TOTAL RPR ,175ml,135.0,2.0,1.0,208.02,202212592.0
589,Beauty,Hair Care & Hair Oil,Loreal,4,LOREAL HAIR FALL RPR SHAMPO 175 ml,LOREAL HAIR FALL RPR SHAMPO ,175 ml,135.0,2.0,1.0,189.84,202212593.0
590,Beauty,Hair Care & Hair Oil,Loreal,5,LOREAL HEX CLAY SHAMPOO 175 ml,LOREAL HEX CLAY SHAMPOO ,175 ml,150.0,2.0,1.0,211.86,202212594.0
591,Beverages,"Leaf , Dust , Green and Herbal Tea",Lipton,3,LIPTON GRN TEA SNY HNY LMN TB25S,LIPTON GRN TEA SNY HNY LMN TB,25S,165.0,2.0,1.0,261.9,202212595.0
592,Beverages,"Leaf , Dust , Green and Herbal Tea",Lipton,2,LIPTON GRN TEA TLSI NAT TB 25S,LIPTON GRN TEA TLSI NAT TB ,25S,165.0,2.0,1.0,261.9,202212596.0
593,Beauty,Skin Care,Lux,2,LUX INTERNATIONAL SOAP 125g,LUX INTERNATIONAL SOAP ,125g,55.0,6.0,1.0,254.22,202212597.0
594,Beauty,Skin Care,Lux,4,LUX INTERNATIONAL SOAP 125g,LUX INTERNATIONAL SOAP ,125g,55.0,6.0,1.0,254.22,202212598.0
595,Beauty,Skin Care,Lux,3,LUX JASMINE BLOOM SP 4X51g,LUX JASMINE BLOOM SP ,4X51g,40.0,6.0,1.0,182.16,202212599.0
596,Beauty,Skin Care,Lux,3,LUX ROSE BLOOM 4X53g,LUX ROSE BLOOM ,4X53g,40.0,6.0,1.0,182.16,202212600.0
597,Beauty,Skin Care,Lux,4,LUX ROSE BLOOM 4X53g,LUX ROSE BLOOM ,4X53g,40.0,7.0,1.0,212.52,202212601.0
598,Beauty,Skin Care,Lux,4,LUX ROSE BLOOM SOAP 50g,LUX ROSE BLOOM SOAP ,50g,10.0,12.0,1.0,88.92,202212602.0
599,Beauty,Skin Care,Lux,3,LUX VALVET T JAS BLOOM 51 gm,LUX VALVET T JAS BLOOM ,51 gm,10.0,12.0,1.0,88.8,202212603.0
600,Beauty,Skin Care,Lux,2,LUX VELVET TOUCH 4X100g,LUX VELVET TOUCH ,4X100g,95.0,4.0,1.0,292.76,202212604.0
601,Beauty,Skin Care,Lux,2,LUX VELVET TOUCH 4X100g,LUX VELVET TOUCH ,4X100g,95.0,3.0,1.0,219.57,202212605.0
602,Beverages,Fruit Juices,Maaza,1,MAAZA 600ml,MAAZA ,600ml,38.0,6.0,1.0,153.12,202212606.0
603,Beverages,Fruit Juices,Maaza,1,MAAZA 600ml,MAAZA ,600ml,38.0,24.0,1.0,612.48,202212607.0
604,Beverages,Fruit Juices,Maaza,3,MAAZA REFRESH 150 ml TP,MAAZA REFRESH ,150 ml TP,10.0,40.0,1.0,278.4,202212608.0
605,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,2,MAGGI ATTA NOODLES MASALA 290g,MAGGI ATTA NOODLES MASALA ,290g,86.0,3.0,1.0,205.68,202212609.0
606,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,3,MAGGI ATTA NOODLES MASALA 72.5,MAGGI ATTA NOODLES MASALA ,72.5,22.0,6.0,1.0,105.54,202212610.0
607,Snacks & Namkeen,"Pasta , Macaroni and Noodles",Maggi,5,MAGGI FUSIAN SPICY GARLIC 73g,MAGGI FUSIAN SPICY GARLIC ,73g,20.0,6.0,1.0,97.38,202212611.0
